,Crack_Spread,Crack_Z_Score,Basket_Return,SPY_Return,Rolling_Beta,Beta_Hedged_Return,VLO_Hedged_Return,MPC_Hedged_Return,PSX_Hedged_Return,DINO_Hedged_Return,PBF_Hedged_Return,DK_Hedged_Return,CVI_Hedged_Return
2015-01-28,16.055200815200806,-0.7479377079414892,-0.0010177253068413051,-0.01282433675184691,1.2968116345537974,0.015613023798389624,0.020154689388328532,0.02286628904849888,0.0020063133288136872,0.019856145385340418,0.03881767840344068,0.004490227648175544,0.004103820317289893
2015-01-29,16.0312020778656,-0.7493283818995974,0.012520624968470562,0.009243560053749711,1.2327065576029967,0.0011260278746161832,0.001012897419921107,-0.002406249969242517,0.016860333184916025,0.0021822228623760657,-0.020807655032943052,-0.01402647221299383,-0.02434466416446463
2015-01-30,14.993798732757568,-1.0208116951598543,0.015810075338871174,-0.012574921906261527,1.2267475346600536,0.031236329785920204,0.02862672719956095,0.043189516810799196,0.017339185846187457,0.03854022115360589,0.02317199106926386,0.029805779001061558,0.048891234058128966
2015-02-02,18.283801317214966,-0.13246871762318893,0.024604382997707123,0.012384062464258161,1.1350248657902187,0.010548164161274819,0.0174346348036995,0.001827410524128565,0.016583488201766933,0.020597878349391165,-0.007847200837665998,-0.0069006957038761745,0.005287755420281176
2015-02-03,17.637401342391968,-0.30422256681523613,0.016490148132208067,0.014461163804598387,1.1610899136321837,-0.00030056330069393525,-0.01593062160940352,0.005162312196944772,0.006318988930936645,0.0036909437323817164,-0.005197471180876333,-0.004398543391856632,0.018449463501701298
2015-02-04,17.7699978351593,-0.26467194589389936,-0.0025126074653651024,-0.003807844138066896,1.1815813970479332,0.001986670331032763,0.0021843371268271284,0.00785521945948444,-0.00017656296495428565,0.011215141677635699,-0.011005220201568931,-0.010195965853150843,-0.010810658786682775
2015-02-05,17.49699854850769,-0.33446672039290676,0.012003595701367265,0.010095058234048215,1.175722405518729,0.0001346095505804449,0.00314490923407253,0.0011939933968678398,-0.005180066337635226,0.0017386214827769721,0.007185777399697581,-0.0038272968947395125,6.228607457117903e-05
2015-02-06,17.712202310562134,-0.2722649839736066,0.00690763941718755,-0.0027653409612474755,1.1747716287288883,0.010156283522222956,5.1854344178000385e-05,0.01907198513449637,0.01613522543737145,0.0042251876037719144,-0.0018689166510024663,0.009239348960088326,0.011009538347600344
2015-02-09,17.550199031829834,-0.31479926472294506,0.0007427316548299534,-0.004475787668627107,1.1746795651658741,0.006000347967187625,-0.002952973712680323,0.017590975574204387,0.004705336437332243,0.006824674704016167,0.012009360385161497,-0.0028594852527761144,0.0004910433090532648
2015-02-10,19.1021990776062,0.10277771999459062,0.013370567889674072,0.010653338336328977,1.1693072589256819,0.000913542041213352,0.008864530256960724,0.009426182451875343,-0.01992483497556215,0.012084123451248865,-0.00019193376042933585,0.003004023223138811,-0.0005388842073097769
2015-02-11,19.767000675201416,0.2810727410283374,-0.011395463242114752,0.0005802191315895655,1.1708984111364038,-0.012074840901403918,-0.003479365073534536,-0.012921613764513477,-0.020430436913078123,-0.011259737446361176,-0.020638227177397238,-0.006412641996845508,-0.007769395205482551
2015-02-12,20.255800485610962,0.41191382870914356,0.01865952911181887,0.009616805507174586,1.175155723324456,0.007358285079964508,0.011535756287609552,-0.00505095590236076,-0.002092883087793573,0.025089770361048314,0.04181759402676854,0.01566581156700915,0.017543168796139843
2015-02-13,20.353200435638428,0.4375365792358855,0.02304968006109909,0.004116411152062627,1.187511661227551,0.018161393815617585,0.03191360084839014,0.016365299606698632,0.013919757720752539,0.027675972274712402,0.004170756053505355,-0.0020813721609268584,-0.005206743008858128
2015-02-17,18.6764018535614,-0.01575814778973983,0.0019724099178814684,0.0015730852939983553,1.2001043932830158,8.454334554513772e-05,0.0005263703193677501,0.0016832985119436784,0.0012761986361535791,-0.0046951767675999555,-0.008485182443309506,0.004661890065308377,-0.0025248245132212526
2015-02-18,19.352402925491333,0.16698434257124495,0.0031782622517916026,9.52085688583626e-05,1.1968962935897003,0.0030643074686070486,0.009092078311305409,0.007705717942017701,-0.012496991925267303,0.004449112150131986,0.009226947945095395,0.012368026210045723,0.009288929276456852
